Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.410842,1310.472642,757.3839392,550.0153945,517.087113,569.0181411,670.4611048,774.6802109,805.27269,628.865658,691.9977052,733.9704138,779.3845906,922.0297396,1186.873047,1470.042035,1764.870436,2317.988501,2919.756655,2441.016658,2613.689508
Germany,DEU,,,,,,,,,,,2672.018304,3089.070658,3686.970317,4883.812831,5457.011296,6035.008415,6420.640306,7434.897758,9175.900461,10916.79808,11746.4041,9879.457435,9593.657326,9545.859342,9012.479369,9125.12102,13027.19502,16139.05162,17352.34321,17190.82613,21583.84352,22603.61647,25604.72543,24735.62024,26375.84573,30887.86549,29749.97126,26296.53061,26547.77535,25956.63741,22945.70885,22840.27405,24325.66645,29367.40894,33040.05141,33542.78138,35237.60326,40402.99008,44132.04182,40275.25076,40163.8174
Ghana,GHA,180.6246007,187.1695962,192.5622714,208.26281,227.5171159,263.0717257,266.3022452,214.4121738,200.5971764,231.2263148,255.1680815,271.2953677,230.4356891,261.309796,298.6394501,283.200819,273.2808222,309.9438515,350.0968921,376.9785143,406.9712411,375.461433,347.1905094,336.9924097,354.0508032,349.9343024,431.8830776,372.090237,370.9841654,364.8928937,398.0944156,433.9559398,409.8200233,370.6128303,328.9892974,380.3275465,397.7796488,385.961207,409.2788213,412.387497,259.9906944,270.7212685,306.5569516,370.3245269,420.5235215,495.9325024,920.6019752,1090.049444,1226.265053,1090.417181,1319.083027
Greece,GRC,533.6863812,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1424.994497,1575.599134,1811.461991,2386.593704,2697.392675,3006.811652,3233.102088,3705.906585,4476.633663,5440.98786,5619.983709,5130.429582,5320.157409,4786.775555,4627.231996,4590.18168,5393.839882,6260.037538,7245.206036,7482.30983,9190.34371,9775.540848,10687.47313,9914.110548,10536.04777,12273.60892,12888.81943,12495.06451,12485.06168,12238.59337,11396.23262,11857.73582,13292.349,17494.44136,20607.17607,21620.71749,23475.28114,27288.3265,30398.78242,28451.91733,25832.21209
Greenland,GRL,,,,,,,,,,,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,25129.07655,28903.93583,29903.28404,30620.21553,37516.75092,30883.03497,22507.88872,
Grenada,GRD,,,,,,,,,,,,,,,,,,591.5883161,758.8741499,884.8331612,940.1683608,971.1050046,1023.809364,1055.348793,1119.368883,1284.371523,1439.218829,1684.152702,1883.415972,2201.443022,2298.028696,2506.748777,2583.740759,2548.153413,2635.88627,2758.466614,2925.832828,3018.049933,3367.103101,3745.57884,5154.117875,5143.759979,5339.486059,5835.305922,5856.369533,6817.916088,6839.897667,7389.370549,8024.639678,7449.854086,7499.517635
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,250.9283426,251.9430183,260.4236051,279.8676369,280.2190294,279.532277,284.2332859,289.2145427,311.9879645,323.5014223,349.5061298,354.5715397,365.2918924,434.7057552,520.9042007,585.3835752,683.5303416,837.43075,905.5252,1005.123791,1119.692737,1193.50725,1179.067391,1194.148066,1219.372301,1222.129595,888.0804606,850.1493342,919.8133836,964.3745777,857.3364637,1030.117929,1117.24955,1191.892749,1326.405642,1463.397914,1540.202928,1697.145612,1808.579103,1669.087423,1716.685342,1624.546728,1760.679912,1811.58362,1931.941657,2139.726418,2319.244587,2553.597571,2858.573276,2688.813223,2873.077445
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0313804,394.8724705,448.582149,441.6703255,463.004517,495.5608414,507.9499411,477.1958652,466.6793372,488.2536205,495.6653372,474.0309542,442.3185993,420.7663657,358.9629091,334.4345346,342.7843088,394.1514581,412.4442181,324.8453134,306.6034311,449.0615673,395.2522708,426.6529646,474.4691453
Guinea-Bissau,GNB,,,,,,,,,,,130.5879074,127.9471921,139.4565936,137.986369,147.5015585,157.0144231,155.8284007,153.1612821,157.1198831,146.4838712,132.5813232,180.7313963,189.3278266,183.7635812,152.9173508,156.0450905,138.630023,181.5168072,168.3633164,213.8879363,239.9555648,247.8722327,213.7374751,219.1785023,213.6175118,225.6640168,235.5755975,229.4091606,172.9726953,184.4407649,173.6626946,157.3572866,157.8980976,361.4418632,389.8035614,418.844506,414.561653,484.9921506,582.5282213,562.4150147,551.3316137
Guyana,GUY,303.8577304,322.7322,329.5548843,289.3500766,312.2917817,332.9475946,347.6380765,370.234139,331.544891,351.981431,371.5635918,386.4778431,387.8391272,414.9460559,583.3388903,660.771519,601.7685821,590.0212763,658.9134025,684.6613185,776.4630768,735.3857903,624.7399617,639.2887347,576.9705712,603.3350611,677.3704028,480.0935789,564.6787652,521.5696523,547.0620844,465.4217167,508.9465855,610.1089154,744.4407588,853.9075801,967.6484345,1026.577856,982.3024685,949.7727725,972.1278856,946.9004522,978.9297336,1001.355526,1056.707451,1105.389791,1948.96182,2320.23639,2558.081538,2689.947039,2994.445312
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.9448605,284.4455981,238.5114783,275.0833388,342.1740553,369.8831028,396.0652906,450.4190163,481.2867356,423.8688942,399.0001679,359.7696493,311.4442761,397.3330413,444.43922,514.7872798,621.4615753,658.1233348,655.9302677,663.9062502
Honduras,HND,167.8644401,172.4022771,181.5224081,185.7815939,200.4765815,216.4970174,227.5246322,240.8555563,253.7260684,255.2524619,268.9524025,264.5558177,282.5863685,312.0598991,343.5682007,362.2710787,421.351236,505.7964266,566.4106496,640.4064378,707.3469341,753.4877705,752.4572535,773.4887101,809.4288832,861.2427585,874.6636976,925.8328132,859.7175759,749.7089421,623.5840144,610.4153363,661.9987259,656.5089322,630.8677664,701.5217452,706.9066743,799.0932077,872.4146701,882.1673035,1142.709658,1192.087164,1200.526133,1245.805541,1315.578089,1412.138442,1549.965852,1720.353176,1894.629517,1895.785045,2018.750027
"Hong Kong SAR, China",HKG,429.4438809,483.1775611,521.8597598,577.3467078,649.0642575,676.8055071,685.9266141,723.2392256,714.4829696,825.5234491,960.0319615,1106.469717,1384.738437,1893.181242,2166.181451,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9055.106267,10609.74564,12097.77516,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30551.61143,31425.78191,30561.90514,32374.48028
Hungary,HUN,,,,,,,,,456.7815179,505.4834072,536.1302881,581.8204696,680.3794827,839.8473343,916.4445443,1038.780803,1197.285776,1331.125139,1551.142774,1787.754588,2069.195536,2121.764593,2162.04499,1965.164213,1909.100659,1936.696041,2234.695007,2460.129576,2696.235085,2782.711651,3186.444287,3287.888748,3665.570243,3801.869597,4095.681357,4411.033751,4454.430379,4521.963999,4670.654839,4713.540459,4542.72072,5175.025628,6535.293936,8246.995826,10084.52184,10936.94861,11173.56951,13534.7055,15364.67955,12634.55114,12863.13383
Iceland,ISL,1414.982269,1418.12587,1562.23073,1831.705656,2297.920643,2723.52095,3215.694178,3125.649492,2354.480027,2039.196295,2538.187621,3203.921361,3955.365574,5356.790577,6936.249815,6358.561761,7470.932702,9809.743472,11070.26853,12453.37598,14602.23656,14913.00244,13508.60328,11498.89682,11782.36506,12178.06192,16163.0001,22120.55479,24089.7289,22101.9925,25008.84946,26405.91588,26722.44119,23230.4718,23662.80668,26239.0273,27261.17166,27378.19298,30256.5829,31518.38229,30928.67564,27803.06225,30979.11448,37889.8212,45370.12645,54885.2613,54813.95469,65566.30917,53028.78788,38031.82184,39522.04942
India,IND,84.13302369,59.43047616,58.40972319,65.71754488,75.07494753,122.0773924,92.02994147,98.44635903,101.9835219,109.8210407,113.8010312,120.4324869,126.3094883,147.9330135,167.4028848,160.5279115,163.3647433,189.0024167,208.64852,227.0488411,270.826077,274.7875968,278.5703794,296.1071363,281.4040702,301.5829992,315.8803995,346.3368608,360.2615116,352.0289103,373.7851376,308.1502536,322.243454,306.1686498,351.8848828,380.0984013,406.8857207,422.9243667,420.9653204,448.0969889,450.4151061,459.5766355,480.2069446,558.4416044,642.556503,731.740043,820.29832,1055.136398,1027.905475,1126.944723,1375.384349
Indonesia,IDN,,,,,,,,54.5633625,66.39957746,76.26130157,81.58666824,81.12562798,93.207733,134.5047215,208.0620133,239.7205997,286.2722428,343.9961161,377.0005895,373.9568779,517.2601994,599.407692,600.380961,529.4355778,531.9293186,519.5056225,466.9012814,434.4610427,498.7878177,559.9138265,620.7161311,683.7384322,730.2214455,816.464647,900.2674297,1013.699545,1124.16197,1052.107705,459.2276532,664.7397402,773.3109699,742.1107816,893.3199025,1058.299984,1143.496951,1257.653396,1585.650791,1859.302639,2171.7048,2272.733849,2951.699149
"Iran, Islamic Rep.",IRN,,,,,,245.5647528,260.4995663,280.7519856,310.8851899,339.7145025,369.4106598,448.7736323,541.3200537,831.7465001,1391.161047,1492.445346,1883.070269,2146.610827,2028.781901,2314.030993,2334.092852,2426.407242,2926.003981,3413.422497,3417.389883,3670.605407,4119.072721,2554.34817,2244.820629,2133.380285,2114.703787,,,1037.070228,1141.46831,1519.977942,1818.173014,1699.580022,1626.120038,1628.170452,1550.090608,1740.796285,1732.121661,1989.513801,2369.265585,2753.612704,3157.749312,4004.42275,4678.248802,4525.948608,
Iraq,IRQ,228.1756799,241.9370047,251.428145,247.5342476,284.4320075,301.6520032,316.4781011,308.7062112,338.7767398,340.9894127,358.3624215,400.1223034,500.5569596,586.657655,1138.970123,1365.83786,1594.357339,1859.751984,2140.717186,2963.446624,3452.992176,2304.572257,2534.65874,2517.846451,2782.691561,2817.96651,2474.900927,2625.503828,2531.780226,2741.536343,,,,,,,,455.4440898,457.3928098,760.5929494,1063.481473,759.3352076,741.6417562,,957.1619186,1134.736869,1585.489552,1945.539637,2867.295098,2065.929717,2532.323671
Ireland,IRL,685.6147124,739.2764064,797.0062884,852.1353017,965.1354227,1023.773726,1074.506506,1152.004952,1124.516636,1291.34992,1441.29217,1652.095454,2017.174003,2350.518598,2440.358204,2882.944111,2830.764478,3322.815842,4266.131602,5264.773286,6178.57745,5804.044943,5973.22128,5735.290045,5518.866236,5828.848196,7865.3851,9290.414908,10389.87534,10835.82908,13604.44624,13658.65064,15236.32612,14211.16852,15419.13531,18575.62345,20339.19486,22086.78982,23733.79924,25679.52836,25629.6501,27339.70878,31434.55734,39814.92699,45929.92863,48866.39217,52500.70286,59664.67772,59573.57078,50033.95495,45873.18513
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.33394,14032.57418,15994.68685,18465.98437,20653.89839,20359.46252,20812.80909,24251.80573,28727.9529,34732.62014,36449.11341,42649.33015,50191.06172,,,
Israel,ISR,1365.683343,1595.860165,1132.382866,1257.743162,1375.942829,1429.319391,1513.888674,1428.446411,1412.470279,1587.769579,1806.422695,1815.93627,2278.840038,2819.451184,3721.524668,3570.763172,3531.261737,3812.971925,3690.743636,4625.286651,5616.54684,5863.582711,6095.93452,6683.435283,6261.785796,5698.715086,6908.919348,8120.01471,9881.242706,9871.574325,11264.01838,11956.0089,12838.41816,12530.99838,13830.28675,17310.09121,18464.52987,18586.73744,18392.14176,18088.97745,19859.30215,19093.10966,17195.49106,17739.70184,18588.80505,19330.02435,20624.57995,23274.30029,27591.62242,26032.16351,28522.40858
Italy,ITA,804.4926233,887.3367446,990.2601522,1126.019337,1222.54454,1304.453817,1402.442354,1533.692877,1651.939377,1813.388126,2029.933298,2221.422056,2573.60261,3088.214537,3488.922244,3957.029862,3885.833578,4435.502486,5405.634713,6735.040422,8148.120532,7344.49093,7280.602289,7546.574406,7457.105018,7698.91226,10901.85534,13714.95754,15169.75603,15788.31477,20065.34534,21154.80251,22394.75541,18054.53111,18631.53091,19910.00067,22271.33092,21069.54779,21519.06412,21227.31087,19388.27875,19721.9652,21435.1393,26291.33804,29832.6129,30478.84559,31776.97775,35826.02346,38563.05309,35073.15802,33786.64289
Jamaica,JAM,429.1363228,452.8340281,463.3558863,484.298401,517.6204692,552.3633927,615.07726,636.4099654,594.3059535,645.6806933,751.5893307,812.3226664,974.0199876,974.3268746,1196.02158,1420.984985,1455.572374,1578.000739,1271.219982,1152.520007,1256.155368,1377.712603,1496.97573,1615.165248,1041.082723,908.7616401,1179.274629,1398.369451,1624.657452,1854.788845,1921.42603,1706.622733,1459.095649,2003.755845,2007.369266,2344.141928,2600.598346,2948.82784,3419.20432,3430.425939,3479.056754,3495.299336,3713.087774,3591.513145,3856.273424,4178.908271,4441.297702,4747.115949,4865.676005,4456.519235,4964.186408
Japan,JPN,478.9953402,563.5867598,633.6403152,717.8669152,835.6572525,919.7766882,1058.503561,1228.90921,1450.619652,1669.0982,2003.647047,2234.261666,2917.658976,3931.301627,4281.359928,4581.574389,5111.295149,6230.335688,8675.013997,8953.59152,9307.839295,10212.37814,9428.87465,10213.95828,10786.78618,11465.72578,16882.27395,20355.60522,24592.77201,24505.7673,25123.63179,28540.77148,31013.64715,35451.29751,38814.89438,42522.06659,37421.67386,34294.89898,30967.28809,34998.80997,37291.70616,32716.41867,31235.58818,33690.93773,36441.50449,35781.23498,34102.20617,34094.88711,37972.23721,39473.36291,43063.13637
Jordan,JOR,,,,,,531.701915,548.2008149,494.1112653,412.9164603,486.5099527,424.084711,430.8932109,482.6761532,558.4736542,685.1729833,753.0792805,878.8055278,1055.290165,1261.613857,1555.926096,1816.476541,1961.229171,2045.095664,2050.838031,2020.010764,1936.191553,2253.030194,2292.852436,2052.178448,1350.927872,1268.223289,1182.887485,1422.671618,1435.195816,1535.955013,1603.683983,1601.946533,1625.443104,1721.433479,1741.596215,1764.229892,1826.220624,1902.388281,1974.778497,2157.162674,2326.280231,2719.331261,3022.008124,3796.757431,4027.052081,4369.998242
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.463231,1512.485066,1515.104043,1433.461534,1320.321628,1288.239021,1350.333844,1445.56941,1468.701786,1130.113603,1229.000958,1490.926751,1658.031146,2068.123519,2874.288483,3771.278957,5291.574022,6771.416638,8513.567547,7164.931391,9070.009729
Kenya,KEN,97.62159025,94.83541174,100.6045349,104.0131341,108.5595342,104.9929135,118.5573201,121.3820305,128.8592276,134.1954651,142.4992928,152.5557449,174.4004863,199.6981588,228.7640679,241.6815142,248.252848,309.3727466,351.6617133,398.0687645,446.6137654,405.5922183,366.3159227,327.8459369,326.9324747,312.1330149,355.0732237,377.1490566,381.6283437,365.4511931,365.6030388,336.2810464,327.8097796,222.5369335,268.2948197,329.8480476,427.2856719,453.1305622,474.6027834,423.3453262,406.5230596,404.8483733,399.2890931,440.8925103,463.8130367,526.1299587,615.860761,726.598937,792.2288037,774.9283435,794.7672094
Kiribati,KIR,,,,,,,,,,,292.337005,307.130415,374.5120354,617.2174547,1640.131582,1037.322354,763.3498732,707.5136313,810.1911327,748.713129,480.8184163,493.7884548,488.600677,473.8188419,450.6919711,327.6120485,309.6045711,352.3103607,444.571122,417.1936746,395.4883859,653.2986684,669.5702721,646.221255,737.6525546,745.7879519,865.3010348,867.5179235,827.4945873,855.4617894,812.2820768,745.8876865,851.1386057,1053.407131,1132.831892,1145.790834,1114.423052,1304.276525,1360.518163,1227.138808,1422.618451
"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,155.213586,91.62360601,103.8672749,142.3626527,120.63605,105.7698691,130.2648401,157.2902539,194.7795608,239.231464,278.7873797,302.2277793,322.7225528,403.4641509,555.6677296,608.2277798,824.423333,1041.586281,1382.921004,1746.730347,1674.387559,1845.65362,1938.112133,2117.529507,2306.860313,2367.782505,2702.641221,3367.542808,4465.670323,5438.252668,6153.093997,7122.701332,7555.272527,8219.896199,9525.43563,11467.81385,12249.17315,11234.777,7462.838645,9554.439443,11346.66499,10654.93555,12093.7573,13451.22942,15028.94015,17550.85389,19676.12418,21590.10558,19028.01293,16958.65239,20540.17693
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.762401,1490.361033,1587.505829,1969.562713,2135.332847,2194.372651,2277.0647,2698.367638,3228.575389,3093.534476,3150.147704
Kuwait,KWT,,,5425.008551,4956.56164,4781.460876,4331.221435,4463.707061,4151.171892,4149.639588,3975.249822,3815.533886,4783.597786,5112.939649,5811.269805,13113.36376,11409.51582,11766.37607,11991.72746,12473.97795,18910.92226,20798.57577,17332.80661,14251.63023,13173.60968,13072.64637,12310.53325,9752.589934,11546.2337,10201.49297,11669.4377,8826.887637,5420.942324,,,,16703.424,19343.13024,18078.51806,14711.28252,16218.29273,19434.40002,17362.15271,18426.17967,22510.88622,27148.17045,35687.91766,43191.02789,46866.97744,57842.27283,40022.63497,45436.79018
Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.9451631,575.9551334,513.0359215,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.04934,279.620275,308.4090314,321.726538,380.5073624,433.2351189,476.4800976,543.1107024,721.7686908,966.3936272,871.2182975,880.0385141
Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,494.8765447,648.8010473,474.0109885,282.1447676,151.1492577,175.1932344,206.4585836,238.4056081,254.3215955,291.3508279,329.9727771,367.7779162,381.7617728,348.2478656,249.9934771,278.5774618,325.5930951,326.9824058,319.8603986,362.4712035,417.5710523,475.4715872,591.0901785,711.9661815,904.006845,954.3106111,1158.129965
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.155733,2572.896503,2883.556561,2796.31266,2549.032934,1854.410857,1743.067414,2007.684535,2106.882009,2273.01106,2521.006909,2745.603948,3048.976931,3300.934656,3529.940091,3983.019109,4810.669829,5950.128196,6973.160943,8713.067953,12638.14729,14857.88662,11475.69233,10723.35626
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.604421,936.3068887,962.7297362,1471.053405,1771.415738,2318.684914,2852.730501,3384.026375,3868.235991,4378.741988,4732.81289,4712.981276,4612.198672,4641.125804,4950.812719,5103.118253,5449.931423,5394.479476,5476.195185,6059.852982,7218.674245,8256.094551,8781.437329
Lesotho,LSO,40.62268131,41.21842344,47.47080268,52.36718232,56.73721464,58.80269756,59.56795343,61.0201522,61.99281687,65.20625104,66.56784057,72.56104031,75.16426534,110.2804436,134.3919941,129.9876913,125.2268303,159.7783739,214.5698767,227.4876415,329.3563696,322.5370962,290.8656325,294.8700039,251.5257341,194.9498147,212.716412,234.9554723,268.1121257,278.7782045,329.9101611,358.8661177,416.7562595,408.0446804,419.0671864,453.7566877,435.2021092,449.0917953,420.9015152,404.8763807,379.7756226,345.1433217,317.6707916,466.8183363,602.92823,662.4247738,685.1543663,758.4836838,764.3298526,796.2727151,1003.699581
Liberia,LBR,170.7354141,160.951126,163.8852797,166.8879141,177.9856362,181.7287205,188.863949,196.4795673,202.940848,219.089903,224.4251509,230.7986899,241.9206751,247.2571302,302.3675166,348.3470531,349.6408391,383.3038264,396.8873041,437.0841252,444.5750321,425.6128021,419.4903051,387.20544,389.3047148,384.9390077,378.5825809,439.6458609,474.1461784,364.1518592,180.7156981,166.3992962,108.8025922,78.99178121,64.80639946,64.35623948,72.32931711,125.3542136,141.5282767,162.9679267,185.8134039,175.2120236,178.9003105,134.6541069,150.9997184,170.3042759,182.2726013,212.5275042,232.5295343,301.1385846,323.6497223
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6668.6288,7235.089328,7513.807832,6667.215796,6104.097019,5348.969853,5734.430685,6200.853688,5405.728029,5937.373624,6479.712522,5330.831751,3651.352565,4342.579094,5905.857823,7626.034519,9583.794699,11921.40907,15150.15592,9957.490406,
Liechtenstein,LIE,,,,,,,,,,,4218.529861,4811.679336,5628.954988,7354.024466,8462.63249,10580.08717,11514.44556,12620.30545,17879.85321,20268.80512,21207.28421,19986.24364,20088.37093,19866.69099,18781.84375,19494.23775,28328.9574,37766.31148,41134.35793,39145.21658,49041.22339,50533.21894,54811.04224,55484.6993,63770.62738,78488.89014,79928.91356,72481.56999,77273.24957,82048.22609,75606.2032,74966.17103,79956.51832,90301.81237,100520.1298,105440.2922,113981.3072,130503.7975,138774.6661,134914.6728,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.307562,2777.173624,2314.066817,2016.122217,1902.751696,2178.196091,2339.673918,2833.094228,3170.75246,3113.119772,3267.347443,3492.733445,4082.923995,5387.26273,6564.094228,7603.966776,8864.992301,11584.24118,14071.26511,11033.58846,11046.05185
Luxembourg,LUX,2242.015817,2222.366366,2311.798849,2441.038555,2755.633117,2780.092719,2900.433218,2909.660629,3175.367369,3658.900683,4260.991154,4397.172232,5439.434272,7383.029555,8889.449186,8626.312529,9408.893766,10395.95942,12922.05055,15073.29282,16388.64293,13717.87456,12482.46149,12267.38579,12022.42365,12374.39038,17993.44515,22250.00162,25002.00264,26388.66258,33177.05495,35439.24843,39229.82053,39721.41077,43554.59688,50592.52774,49681.09866,44139.78763,45565.1579,49213.96709,46453.24578,45743.43018,50582.82854,64531.98944,74388.70863,80925.21999,90015.5278,106919.5314,112028.5275,100541.2373,103574.1713
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,3915.691125,3742.056162,4169.375782,4125.69738,4450.264763,5537.909521,6212.950802,7113.955054,8312.776483,9377.56973,12123.19554,13707.98051,14974.37143,16466.47621,16374.4928,16237.81264,14820.21318,13945.48336,14128.87518,14796.25109,15591.68655,17251.28959,21820.32617,24493.34094,29533.35233,35715.63012,39978.36385,40120.95332,51998.90783
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2342.064889,2441.651908,1197.673801,1311.597264,1730.546733,2266.061514,2241.016544,1883.672972,1792.328866,1835.562936,1785.326792,1704.778535,1874.791635,2345.486273,2712.320346,2936.942558,3211.088933,3984.441605,4791.192876,4528.254736,4434.48891
Madagascar,MDG,131.8823707,133.7616944,138.066815,138.3994465,142.7101561,144.6084788,152.3291357,157.8125119,165.9502895,165.5964705,169.7774947,178.3477844,194.1695866,232.8231907,262.7547446,304.3214762,282.8427537,297.3518651,327.2875748,413.1593284,469.5268678,406.9412584,389.2240306,377.9998489,308.4391091,292.0816066,324.0613611,248.1333796,229.5632127,228.0569536,273.1656978,228.3113624,252.5702717,273.0865073,233.8948396,240.6768585,294.895439,253.6018821,259.0792185,249.6288172,252.3825167,285.842324,269.1268332,325.0132746,251.4089347,281.7056254,299.3030468,386.8689333,480.6488001,421.7811262,426.6254227
Malawi,MWI,46.22659822,48.39216073,49.57202383,50.42517377,50.2190683,57.73045081,63.90739631,64.57356941,57.17850413,60.34453272,64.1143598,78.27726135,84.35356036,89.41166718,106.8997447,115.6569123,122.2952387,142.1935568,161.8339341,174.7794546,198.3465285,193.1136666,179.6916861,181.4537707,173.3829242,155.6562975,154.506009,145.5489531,160.1470984,175.6891105,200.490976,229.9254944,185.8686144,212.9940411,120.9355384,141.3947824,226.5046736,258.0876752,164.9573101,162.5963149,155.2715445,148.881247,225.2291025,199.6432809,210.4682477,214.8549179,236.2040126,268.4309936,305.3720247,348.3270267,362.3028381
Malaysia,MYS,299.1405219,287.4431034,292.0588674,300.9877757,312.2384927,333.1262456,344.6523458,347.6895108,353.4247805,380.6792177,392.018233,403.6795168,468.048442,694.0905577,839.8461808,803.2625101,932.8017851,1084.035861,1262.820125,1599.765892,1802.775353,1795.860579,1876.418017,2055.708074,2254.499818,2015.640074,1741.233585,1926.846306,2050.682826,2194.234352,2417.773478,2626.38687,3080.140644,3395.439686,3686.175306,4287.112932,4746.613672,4598.804142,3233.306235,3461.145201,4005.556325,3871.705184,4113.571186,4397.508351,4874.84429,5499.293592,6119.44366,7155.015794,8398.936503,7236.352297,8690.570239
Maldives,MDV,,,,,,,,,,,,,,,,,,,,,271.1144775,276.546535,285.8292019,332.6208134,607.5497181,680.9925534,734.1978937,706.7053221,816.4286534,889.5577364,980.0204363,1083.112737,1229.108884,1356.559356,1463.003515,1604.220765,1773.438053,1962.238142,2046.850876,2193.744442,2284.973955,2888.656618,2934.261255,3313.509454,3696.404577,3361.592476,4353.01367,5079.994869,6149.011847,6229.670494,6570.429112
Mali,MLI,,,,,,,,47.68216472,58.9914825,57.31680417,59.62399104,70.06626752,77.72921517,88.56369976,83.09447521,125.7846062,139.6463354,153.2942924,175.3125288,224.5105769,246.679811,201.9896643,175.7580123,167.8417774,166.6987905,164.0123808,206.2083061,233.8836909,232.4714456,235.840884,279.1671032,273.4171317,313.6171699,287.5527959,184.3031529,251.0204039,259.5029258,238.6560895,243.5481366,234.3200063,214.4665918,225.9260609,278.5241724,352.37525,381.6227009,402.6305785,431.5591638,509.6921795,604.2937016,601.2609041,613.044529
Malta,MLT,,,,,,,,,,,828.4448343,874.0611461,975.720863,1143.666676,1245.318421,1560.105097,1726.559135,2037.864767,2558.735434,3195.512396,3948.267165,3898.369997,3787.917514,3526.915361,3332.821024,3322.308159,4194.533622,5083.801082,5814.449842,6040.839467,7192.394285,7688.027507,8365.0131,7428.475601,8149.416324,9717.501938,9852.310011,9683.145408,10091.2798,10301.42329,10377.03732,9967.790407,10849.75028,12844.58799,14064.2296,14809.92518,15723.41979,18368.98839,20765.36892,19564.19575,19624.85381
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,972.6882192,1047.644764,1196.589281,1234.724577,1144.858716,1392.899791,1494.613194,1604.576202,1589.406576,1659.533074,1702.263302,1844.53807,1987.629896,2137.268862,2357.081242,2157.232092,2056.001496,2093.242211,2073.327441,2127.485462,2208.899556,2395.710673,2440.521339,2522.82877,2643.442604,2745.681501,2852.878188,2885.131678,2838.42944,3015.208738
Mauritania,MRT,108.42051,122.6127134,122.9828579,122.4017074,158.8269465,175.6169489,178.2198378,183.7271787,196.8037889,181.2539608,184.6855319,194.57911,220.5724324,269.7385598,325.528667,362.7047539,388.1148165,388.5937938,380.0770208,436.7772107,467.1455463,478.8256915,466.6809803,476.698074,427.4497691,390.8791857,447.2074399,493.5685388,505.9257736,505.1878123,510.9377326,704.0818511,694.8184463,576.822795,590.5139923,617.4798947,611.8725414,578.0332774,551.0781352,547.4316054,489.511645,476.236048,472.9524894,542.3563589,618.4615291,716.8580083,971.4882976,1044.849438,1088.014548,896.1964785,1044.54796
Mauritius,MUS,,,,,,,,,,,,,,,,,779.9040401,897.6690925,1088.847342,1278.330105,1176.546823,1171.636043,1093.041101,1093.977949,1035.366046,1063.625199,1433.667738,1828.839427,2059.374305,2088.910118,2506.184933,2669.326282,2973.205388,2973.793609,3197.336956,3599.551751,3899.442433,3646.637842,3593.241569,3651.231078,3861.038542,3780.828848,3939.281863,4587.656108,5177.366465,5054.318112,5194.467141,6182.197329,7599.976243,6928.961583,7577.106246
