IM code,Series Code,Series Name,Country Code,Country Name,2011,2012
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",COM,Comoros,84.76970896,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",COG,Congo,188.9837369,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ZAR,Congo (Democratic Republic of the),,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CRI,Costa Rica,14.50963486,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CIV,Cote d'Ivoire,42.38491436,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HRV,Croatia,18.6751497,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CUB,Cuba,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CYP,Cyprus,21.93324061,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CZE,Czech Republic,22.6039783,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PRK,Dem. People's Rep. of Korea,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DNK,Denmark,46.37735146,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DJI,Djibouti,42.14470997,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DMA,Dominica,32.96296296,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DOM,Dominican Rep.,23.34356714,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ECU,Ecuador,22.58,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",EGY,Egypt,7.584695769,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SLV,El Salvador,15.82,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GNQ,Equatorial Guinea,254.3094862,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ERI,Eritrea,1596.500813,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",EST,Estonia,22.22222222,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ETH,Ethiopia,23.67003965,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FRO,Faroe Islands,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FJI,Fiji,19.95538204,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FIN,Finland,37.41307371,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FRA,France,29.20723227,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GUF,French Guiana,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PYF,French Polynesia,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GAB,Gabon,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GMB,Gambia,278.4603897,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GEO,Georgia,8.896797153,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",DEU,Germany,41.6550765,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GHA,Ghana,29.76190476,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GIB,Gibraltar,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GRC,Greece,20.27816412,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GRL,Greenland,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GRD,Grenada,29.38888889,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GUM,Guam,37.95,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GTM,Guatemala,28.25947335,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",AAA,Guernsey,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GIN,Guinea,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GNB,Guinea-Bissau,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GUY,Guyana,24.50273995,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HTI,Haiti,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HND,Honduras,19.37020376,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HKG,"Hong Kong, China",21.19732785,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",HUN,Hungary,22.63062346,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ISL,Iceland,28.37332045,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IND,India,6.012427684,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IDN,Indonesia,22.23379393,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IRN,Iran (Islamic Rep. of),16.56715466,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IRQ,Iraq,213.6752137,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",IRL,Ireland,34.7566064,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ISR,Israel,9.114030184,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ITA,Italy,27.98331015,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",JAM,Jamaica,29.41193592,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",JPN,Japan,26.57661609,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GBJ,Jersey,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",JOR,Jordan,22.66197183,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KAZ,Kazakhstan,23.87106895,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KEN,Kenya,33.66700071,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KIR,Kiribati,428.2765738,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KOR,Korea (Rep. of),27.06867865,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KWT,Kuwait,24.45652174,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KGZ,Kyrgyzstan,54.17822469,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LAO,Lao P.D.R.,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LVA,Latvia,13.87225549,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LBN,Lebanon,17.75456053,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LSO,Lesotho,53.02299959,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LBR,Liberia,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LBY,Libya,40.8496732,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LIE,Liechtenstein,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LTU,Lithuania,10.84240226,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LUX,Luxembourg,40.33379694,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MAC,"Macao, China",8.480917935,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MDG,Madagascar,39.0100725,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MWI,Malawi,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MYS,Malaysia,21.56862745,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MDV,Maldives,8.218052322,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MLI,Mali,50.01419895,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MLT,Malta,19.2767733,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MHL,Marshall Islands,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MRT,Mauritania,23.11484857,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MUS,Mauritius,13.8995332,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MEX,Mexico,18.48828785,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",FSM,Micronesia (Fed. States of),50,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MDA,Moldova,12.77791975,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MCO,Monaco,41.58553547,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MNG,Mongolia,9.48229813,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MNE,Montenegro,19.45757997,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MAR,Morocco,12.23733004,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MOZ,Mozambique,58.4835558,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MMR,Myanmar,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NAM,Namibia,103.1538356,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NRU,Nauru,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NPL,Nepal,8.024858146,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NLD,Netherlands,34.7705146,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ANT,Netherlands Antilles,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NCL,New Caledonia,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NZL,New Zealand,44.23380727,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NIC,Nicaragua,19.72600785,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NER,Niger,63.04756011,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NGA,Nigeria,58.47839223,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MNP,Northern Marianas Islands,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",NOR,Norway,53.34522748,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",OMN,Oman,25.97402597,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PAK,Pakistan,13.88647603,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PLW,Palau,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",WBG,Palestinian Authority,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PAN,Panama,14.95,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PNG,Papua New Guinea,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PRY,Paraguay,21.75875647,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PER,Peru,18.00290487,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PHL,Philippines,23.06466881,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",POL,Poland,19.9122511,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PRT,Portugal,29.19332406,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",PRI,Puerto Rico,33.4,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",QAT,Qatar,54.94505495,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ROM,Romania,9.511315185,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",RUS,Russia,10.17629841,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",RWA,Rwanda,108.1113497,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",KNA,Saint Kitts and Nevis,36.66666667,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LCA,Saint Lucia,29.25925926,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",WSM,Samoa,64.30729391,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SMR,San Marino,23.50486787,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",STP,Sao Tome and Principe,230.2140851,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SAU,Saudi Arabia,26.66666667,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SEN,Senegal,38.14642293,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SRB,Serbia,20.90218592,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SYC,Seychelles,39.98061546,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SLE,Sierra Leone,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SGP,Singapore,30.03314785,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SVK,Slovak Republic,27.63560501,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SVN,Slovenia,36.16133519,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SLB,Solomon Islands,259.1676482,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SOM,Somalia,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ZAF,South Africa,27.40669329,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SSD,South Sudan,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ESP,Spain,32.65646732,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",LKA,Sri Lanka,5.537466649,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VCT,St. Vincent and the Grenadines,33.64814815,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SDN,Sudan,29.24634421,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SUR,Suriname,41.92166463,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SWZ,Swaziland,874.3974659,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SWE,Sweden,36.80320296,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",CHE,Switzerland,38.28828829,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",SYR,Syria,20.28397566,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",MKD,T.F.Y.R. Macedonia,13.54253804,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TWN,"Taiwan, China",,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TJK,Tajikistan,347.0715835,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TZA,Tanzania,28.62384201,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",THA,Thailand,21.0196117,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TLS,Timor-Leste,99,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TGO,Togo,175.0496963,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TON,Tonga,65.84731058,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TTO,Trinidad and Tobago,12.32641598,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TUN,Tunisia,7.03125,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TUR,Turkey,12.47761194,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TKM,Turkmenistan,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",TUV,Tuvalu,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",UGA,Uganda,13.98555384,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",UKR,Ukraine,7.530120482,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ARE,United Arab Emirates,40.56629458,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",GBR,United Kingdom,20.83333333,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",USA,United States,19.95,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",URY,Uruguay,20.1926064,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",UZB,Uzbekistan,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VUT,Vanuatu,168.5850483,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VEN,Venezuela,15.38820238,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VNM,Viet Nam,,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",VIR,Virgin Islands (U.S.),,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",YEM,Yemen,17.18896165,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ZMB,Zambia,56.73913822,
wbbscUSD,I4213BS$,"Fixed (wired)-broadband monthly subscription charge, in USD ",ZWE,Zimbabwe,,
net,XHH6_IDI,Percentage of households with Internet ,AFG,Afghanistan,1.705978513,1.880606209
net,XHH6_IDI,Percentage of households with Internet ,ALB,Albania,16.5,20.5
net,XHH6_IDI,Percentage of households with Internet ,DZA,Algeria,15,19.35961242
net,XHH6_IDI,Percentage of households with Internet ,ASM,American Samoa,,
net,XHH6_IDI,Percentage of households with Internet ,AND,Andorra,,
net,XHH6_IDI,Percentage of households with Internet ,AGO,Angola,6.438290596,7.170225546
net,XHH6_IDI,Percentage of households with Internet ,ATG,Antigua and Barbuda,45,48.23707429
net,XHH6_IDI,Percentage of households with Internet ,ARG,Argentina,41.5,47.5
net,XHH6_IDI,Percentage of households with Internet ,ARM,Armenia,22.20411514,25.3982509
net,XHH6_IDI,Percentage of households with Internet ,ABW,Aruba,66.2,69.59066374
net,XHH6_IDI,Percentage of households with Internet ,AUS,Australia,78.9,81.37156857
net,XHH6_IDI,Percentage of households with Internet ,AUT,Austria,75.44,79
net,XHH6_IDI,Percentage of households with Internet ,AZE,Azerbaijan,42,46.8
net,XHH6_IDI,Percentage of households with Internet ,BHS,Bahamas,,
net,XHH6_IDI,Percentage of households with Internet ,BHR,Bahrain,76.77117157,79
net,XHH6_IDI,Percentage of households with Internet ,BGD,Bangladesh,1.11,2.1
net,XHH6_IDI,Percentage of households with Internet ,BRB,Barbados,54.58419418,57.85441882
net,XHH6_IDI,Percentage of households with Internet ,BLR,Belarus,40.3,48.33527351
net,XHH6_IDI,Percentage of households with Internet ,BEL,Belgium,76.51,78
net,XHH6_IDI,Percentage of households with Internet ,BLZ,Belize,,
net,XHH6_IDI,Percentage of households with Internet ,BEN,Benin,1.362707258,2.362232389
net,XHH6_IDI,Percentage of households with Internet ,BMU,Bermuda,92.76000214,94.99946813
net,XHH6_IDI,Percentage of households with Internet ,BTN,Bhutan,8.1,11.6
net,XHH6_IDI,Percentage of households with Internet ,BOL,Bolivia,7.395779256,10
net,XHH6_IDI,Percentage of households with Internet ,BIH,Bosnia and Herzegovina,32,39.69930898
net,XHH6_IDI,Percentage of households with Internet ,BWA,Botswana,7.96,9.1
net,XHH6_IDI,Percentage of households with Internet ,BRA,Brazil,37.84,45.37431899
net,XHH6_IDI,Percentage of households with Internet ,BRN,Brunei Darussalam,69,72.44312166
net,XHH6_IDI,Percentage of households with Internet ,BGR,Bulgaria,45,51
net,XHH6_IDI,Percentage of households with Internet ,BFA,Burkina Faso,2.4,2.800260363
net,XHH6_IDI,Percentage of households with Internet ,BDI,Burundi,,4.715890814
net,XHH6_IDI,Percentage of households with Internet ,KHM,Cambodia,2.769999981,3.940081639
net,XHH6_IDI,Percentage of households with Internet ,CMR,Cameroon,2.4,3.533514829
net,XHH6_IDI,Percentage of households with Internet ,CAN,Canada,80.53130087,83
net,XHH6_IDI,Percentage of households with Internet ,CPV,Cape Verde,10.4,13.69999049
net,XHH6_IDI,Percentage of households with Internet ,CYM,Cayman Islands,66.5,69.73190702
net,XHH6_IDI,Percentage of households with Internet ,CAF,Central African Rep.,1.9,2.353475063
net,XHH6_IDI,Percentage of households with Internet ,TCD,Chad,1.6,2.346369783
net,XHH6_IDI,Percentage of households with Internet ,CHL,Chile,40.95,45.2656
net,XHH6_IDI,Percentage of households with Internet ,CHN,China,30.85390091,37.36425483
net,XHH6_IDI,Percentage of households with Internet ,COL,Colombia,23.4,32.13918298
net,XHH6_IDI,Percentage of households with Internet ,COM,Comoros,2.86990881,3.359899343
net,XHH6_IDI,Percentage of households with Internet ,COG,Congo,1,1.299977299
net,XHH6_IDI,Percentage of households with Internet ,ZAR,Congo (Democratic Republic of the),1,1.31
net,XHH6_IDI,Percentage of households with Internet ,CRI,Costa Rica,33.58,47.32451265
net,XHH6_IDI,Percentage of households with Internet ,CIV,Cote d'Ivoire,1.19775629,1.348223917
net,XHH6_IDI,Percentage of households with Internet ,HRV,Croatia,61.41,66
net,XHH6_IDI,Percentage of households with Internet ,CUB,Cuba,3,3.786488863
net,XHH6_IDI,Percentage of households with Internet ,CYP,Cyprus,57.35,62
net,XHH6_IDI,Percentage of households with Internet ,CZE,Czech Republic,66.63,71
net,XHH6_IDI,Percentage of households with Internet ,PRK,Dem. People's Rep. of Korea,,
net,XHH6_IDI,Percentage of households with Internet ,DNK,Denmark,90.08,92
net,XHH6_IDI,Percentage of households with Internet ,DJI,Djibouti,3.9,5.13964048
net,XHH6_IDI,Percentage of households with Internet ,DMA,Dominica,,
net,XHH6_IDI,Percentage of households with Internet ,DOM,Dominican Rep.,11.8,13.65
net,XHH6_IDI,Percentage of households with Internet ,ECU,Ecuador,16.86,22.49361471
net,XHH6_IDI,Percentage of households with Internet ,EGY,Egypt,30.96448174,32.27359565
net,XHH6_IDI,Percentage of households with Internet ,SLV,El Salvador,12,15
net,XHH6_IDI,Percentage of households with Internet ,GNQ,Equatorial Guinea,,
net,XHH6_IDI,Percentage of households with Internet ,ERI,Eritrea,0.85,1.1
net,XHH6_IDI,Percentage of households with Internet ,EST,Estonia,70.78,75
net,XHH6_IDI,Percentage of households with Internet ,ETH,Ethiopia,1.5,1.891609679
net,XHH6_IDI,Percentage of households with Internet ,FRO,Faroe Islands,,
net,XHH6_IDI,Percentage of households with Internet ,FJI,Fiji,22.1406002,24.38416441
net,XHH6_IDI,Percentage of households with Internet ,FIN,Finland,84.16,87
net,XHH6_IDI,Percentage of households with Internet ,FRA,France,75.92,80
net,XHH6_IDI,Percentage of households with Internet ,GUF,French Guiana,,
net,XHH6_IDI,Percentage of households with Internet ,PYF,French Polynesia,,
net,XHH6_IDI,Percentage of households with Internet ,GAB,Gabon,6.968051434,7.874453618
net,XHH6_IDI,Percentage of households with Internet ,GMB,Gambia,5.231299877,6.662321045
net,XHH6_IDI,Percentage of households with Internet ,GEO,Georgia,25.28,31.99
net,XHH6_IDI,Percentage of households with Internet ,DEU,Germany,83.25,85
net,XHH6_IDI,Percentage of households with Internet ,GHA,Ghana,8.4,11
net,XHH6_IDI,Percentage of households with Internet ,GIB,Gibraltar,,
net,XHH6_IDI,Percentage of households with Internet ,GRC,Greece,50.17,54
net,XHH6_IDI,Percentage of households with Internet ,GRL,Greenland,71.83975983,76.69645067
net,XHH6_IDI,Percentage of households with Internet ,GRD,Grenada,,
net,XHH6_IDI,Percentage of households with Internet ,GUM,Guam,,
net,XHH6_IDI,Percentage of households with Internet ,GTM,Guatemala,7,9.299140329
net,XHH6_IDI,Percentage of households with Internet ,AAA,Guernsey,,
net,XHH6_IDI,Percentage of households with Internet ,GIN,Guinea,1.134713411,1.274102739
net,XHH6_IDI,Percentage of households with Internet ,GNB,Guinea-Bissau,1.488715172,1.628721988
net,XHH6_IDI,Percentage of households with Internet ,GUY,Guyana,8,8.890726895
net,XHH6_IDI,Percentage of households with Internet ,HTI,Haiti,3.026559114,3.354470183
net,XHH6_IDI,Percentage of households with Internet ,HND,Honduras,10,13.19981565
net,XHH6_IDI,Percentage of households with Internet ,HKG,"Hong Kong, China",77.5,78.6
net,XHH6_IDI,Percentage of households with Internet ,HUN,Hungary,65.18,69
net,XHH6_IDI,Percentage of households with Internet ,ISL,Iceland,92.59,95
net,XHH6_IDI,Percentage of households with Internet ,IND,India,6,9.5
net,XHH6_IDI,Percentage of households with Internet ,IDN,Indonesia,5.25,6.45
net,XHH6_IDI,Percentage of households with Internet ,IRN,Iran (Islamic Rep. of),25.2,26.5
net,XHH6_IDI,Percentage of households with Internet ,IRQ,Iraq,13.4,15.58187035
net,XHH6_IDI,Percentage of households with Internet ,IRL,Ireland,78.12,81
net,XHH6_IDI,Percentage of households with Internet ,ISR,Israel,70.3,73.43361731
net,XHH6_IDI,Percentage of households with Internet ,ITA,Italy,61.57,63
net,XHH6_IDI,Percentage of households with Internet ,JAM,Jamaica,18.53570285,23
